Rank	Taxon	Counts
Species	s__Enterousia sp905234465	1
Species	s__Escherichia coli	1
Species	s__Eubacterium_G sp017406925	1
Species	s__Eubacterium_I sp015057865	1
Species	s__F23-D06 sp017633495	1
Species	s__F23-D06 sp024400835	1
Species	s__F23-D06 sp024400875	1
Species	s__Faecalibacterium prausnitzii_I	1
Species	s__Faecalimonas sp017410145	1
Species	s__Faecalimonas sp017416155	1
Species	s__Faecousia sp015067545	1
Species	s__Faecousia sp015067725	1
Species	s__Faecousia sp015068165	1
Species	s__Faecousia sp015068235	1
Species	s__Faecousia sp015068495	1
Species	s__Faecousia sp017391305	1
Species	s__Faecousia sp017399325	1
Species	s__Faecousia sp017436035	1
Species	s__Faecousia sp017436955	1
Species	s__Faecousia sp017437095	1
Species	s__Faecousia sp017452605	1
Species	s__Faecousia sp017456105	1
Species	s__Faecousia sp017473455	1
Species	s__Faecousia sp017502265	1
Species	s__Faecousia sp017621795	1
Species	s__Faecousia sp017624645	1
Species	s__Faecousia sp017630495	1
Species	s__Faecousia sp017936205	1
Species	s__FD2005 sp000702525	1
Species	s__Fibrobacter sp024398815	1
Species	s__Fibrobacter sp024398845	1
Species	s__Fibrobacter sp024398875	1
Species	s__Fibrobacter sp024398935	1
Species	s__Fibrobacter sp024398995	1
Species	s__Fibrobacter sp900142495	1
Species	s__Fibrobacter sp900143055	1
Species	s__Fibrobacter sp900313675	1
Species	s__Fimenecus sp017399405	1
Species	s__Fimimonas sp017409765	1
Species	s__Fimimonas sp017457305	1
Species	s__Fimimonas sp017500855	1
Species	s__Firm-04 sp015066805	1
Species	s__Firm-04 sp016291435	1
Species	s__Firm-04 sp016296505	1
Species	s__Firm-04 sp017532085	1
Species	s__Firm-04 sp017533485	1
Species	s__Firm-04 sp024404815	1
Species	s__Firm-04 sp024404875	1
Species	s__Firm-07 sp015064185	1
Species	s__Firm-07 sp017396225	1
Species	s__Firm-07 sp017462615	1
Species	s__Firm-07 sp017502975	1
Species	s__Firm-07 sp017505785	1
Species	s__Firm-07 sp017508425	1
Species	s__Firm-16 sp016287245	1
Species	s__Firm-16 sp018064475	1
Species	s__Firm-16 sp902794115	1
Species	s__Flavobacterium macacae	1
Species	s__Flemingibacterium sp017407885	1
Species	s__Flemingibacterium sp904501985	1
Species	s__Fusicatenibacter saccharivorans	1
Species	s__Ga6A1 sp900102385	1
Species	s__Gallimonas sp017621735	1
Species	s__Gallipaludibacter sp017647145	1
Species	s__HGM04593 sp015060835	1
Species	s__HGM04593 sp015060885	1
Species	s__HGM04593 sp015060905	1
Species	s__HGM04593 sp015060965	1
Species	s__HGM04593 sp017383665	1
Species	s__HGM04593 sp017398805	1
Species	s__HGM04593 sp017407905	1
Species	s__HGM04593 sp017408685	1
Species	s__HGM04593 sp017416705	1
Species	s__HGM04593 sp017442185	1
Species	s__HGM04593 sp017451695	1
Species	s__HGM04593 sp017467015	1
Species	s__HGM04593 sp017481875	1
Species	s__HGM04593 sp017503645	1
Species	s__HGM04593 sp017507105	1
Species	s__HGM04593 sp017516885	1
Species	s__HGM04593 sp017522785	1
Species	s__HGM04593 sp017522915	1
Species	s__HGM04593 sp017536325	1
Species	s__HGM04593 sp017536695	1
Species	s__HGM04593 sp017536765	1
Species	s__HGM04593 sp017546635	1
Species	s__HGM04593 sp017547205	1
Species	s__HGM04593 sp017547585	1
Species	s__HGM04593 sp017554605	1
Species	s__HGM04593 sp017555585	1
Species	s__HGM04593 sp017557045	1
Species	s__HGM04593 sp017631585	1
Species	s__HGM04593 sp017646665	1
Species	s__HGM04593 sp017647225	1
Species	s__HGM04593 sp017647725	1
Species	s__HGM04593 sp017647975	1
Species	s__HGM04593 sp017936265	1
Species	s__HGM04593 sp017938245	1
Species	s__HGM04593 sp900769465	1
Species	s__HGM04593 sp900769765	1
Species	s__HGM04593 sp900770655	1
Species	s__HGM04593 sp904501775	1
Species	s__HGM04593 sp904502185	1
Species	s__HGM04593 sp904502235	1
Species	s__HGM05376 sp017507285	1
Species	s__HGM05376 sp017522255	1
Species	s__HGM05376 sp017555745	1
Species	s__HGM05376 sp017560705	1
Species	s__HGM05376 sp017561155	1
Species	s__HGM05376 sp017646685	1
Species	s__HGM05376 sp900769785	1
Species	s__HGM11412 sp015055525	1
Species	s__HGM11412 sp017504165	1
Species	s__HGM11412 sp017504795	1
Species	s__HGM11416 sp015055965	1
Species	s__HGM11416 sp017522945	1
Species	s__HGM11501 sp017536285	1
Species	s__HGM12619 sp015067305	1
Species	s__HGM12619 sp015067385	1
Species	s__HGM12619 sp017441125	1
Species	s__HGM12619 sp017621705	1
Species	s__HGM12619 sp904502105	1
Species	s__HGM12713 sp015063305	1
Species	s__HGM12713 sp015063335	1
Species	s__HGM12713 sp015063655	1
Species	s__HGM12713 sp015065365	1
Species	s__HGM12713 sp017503865	1
Species	s__HGM12713 sp017504545	1
Species	s__HGM12713 sp017504995	1
Species	s__HGM12713 sp017623375	1
Species	s__HGM12789 sp015066215	1
Species	s__HGM13010 sp017415945	1
Species	s__Holdemanella porci_A	1
Species	s__Homoserinimonas hongtaonis	1
Species	s__HUN007 sp015066745	1
Species	s__ISDg sp024404675	1
Species	s__JAEDES01 sp017416535	1
Species	s__JAEDHM01 sp016296985	1
Species	s__JAEDJH01 sp016296415	1
Species	s__JAEZOU01 sp023413895	1
Species	s__JAFUYI01 sp017465405	1
Species	s__JAFUYI01 sp017546885	1
Species	s__JAFUYI01 sp017937705	1
Species	s__JAGBWK01 sp017536215	1
Species	s__JAGBWK01 sp017629835	1
Species	s__JAGCJX01 sp017647795	1
Species	s__JAHHUH01 sp017623055	1
Species	s__JAILFK01 sp017634455	1
Species	s__JAILLW01 sp024399135	1
Species	s__JAKSOL01 sp024405635	1
Species	s__JAKSPF01 sp024405065	1
Species	s__JAKSPP01 sp024404735	1
Species	s__JAKSPV01 sp024404475	1
Species	s__JAKSSE01 sp024403255	1
Species	s__Kineothrix sp017532145	1
Species	s__Lachnospira multipara	1
Species	s__Lawsonibacter sp017624915	1
Species	s__Lawsonibacter sp017631545	1
Species	s__Lelliottia sp000016325	1
Species	s__Lentihominibacter sp017416795	1
Species	s__Lentihominibacter sp017433375	1
Species	s__Ligilactobacillus ruminis	1
Species	s__Limimorpha sp001543395	1
Species	s__Limimorpha sp015061295	1
Species	s__Limimorpha sp015061315	1
Species	s__Limimorpha sp015061335	1
Species	s__Limimorpha sp015061365	1
Species	s__Limimorpha sp017381865	1
Species	s__Limimorpha sp017395365	1
Species	s__Limimorpha sp017630195	1
Species	s__Limimorpha sp018064605	1
Species	s__Limimorpha sp018065885	1
Species	s__Limimorpha sp024400195	2
Species	s__Limimorpha sp024400355	1
Species	s__Limimorpha sp024400425	1
Species	s__Limimorpha sp024400455	1
Species	s__Limiplasma sp017516765	1
Species	s__Limivicinus sp002450075	1
Species	s__Limivicinus sp900317375	1
Species	s__Limivicinus sp902778115	1
Species	s__Limivicinus sp902778665	1
Species	s__Limivicinus sp902802045	1
Species	s__Limosilactobacillus equigenerosi	1
Species	s__Limosilactobacillus mucosae	1
Species	s__Mailhella sp017408905	1
Species	s__Mailhella sp017411945	1
Species	s__Mediterranea massiliensis_B	1
Species	s__Mediterranea massiliensis_C	1
Species	s__Mediterranea sp017630035	1
Species	s__Merdimorpha sp017537565	1
Species	s__Merdimorpha sp017620815	1
Species	s__Merdousia sp015061945	1
Species	s__Merdousia sp015061955	1
Species	s__Merdousia sp017623955	1
Species	s__Microbacterium sp024623565	1
Species	s__Mycoplasma_L sp904501665	1
Species	s__Nanosyncoccus sp002363125	1
Species	s__Nanosyncoccus sp017404515	1
Species	s__Nanosyncoccus sp017404935	1
Species	s__Nanosyncoccus sp017431745	1
Species	s__Nanosyncoccus sp017432225	1
Species	s__Nanosyncoccus sp017455145	1
Species	s__Nanosyncoccus sp017512045	1
Species	s__Nanosyncoccus sp017515925	1
Species	s__Nanosyncoccus sp017545485	1
Species	s__Nanosyncoccus sp017652105	1
Species	s__Nanosyncoccus sp017652765	1
Species	s__Nanosyncoccus sp017941835	1
Species	s__Nanosyncoccus sp024697865	1
Species	s__Negativibacillus sp017439985	1
Species	s__NK4A136 sp002314855	1
Species	s__NK4A136 sp015057055	1
Species	s__NK4A136 sp024403455	1
Species	s__Onthomorpha sp002358835	1
Species	s__Onthomorpha sp002358855	1
Species	s__Onthomorpha sp017632095	1
Species	s__Onthomorpha sp017647065	1
Species	s__Onthomorpha sp017647785	1
Species	s__Ornithomonoglobus sp017415105	1
Species	s__Ornithospirochaeta sp017629575	1
Species	s__Oxalobacter formigenes_B	1
Species	s__Oxalobacter sp017524145	1
Species	s__Paenibacillus sp001955855	1
Species	s__Parabacteroides distasonis_B	1
Species	s__Paraprevotella sp017630975	1
Species	s__Paraprevotella sp017937925	1
Species	s__Paratractidigestivibacter faecalis	1
Species	s__Peribacillus psychrosaccharolyticus	1
Species	s__Phascolarctobacterium_A sp024405645	1
Species	s__Phocaeicola sp015060705	1
Species	s__Phocaeicola sp015060735	1
Species	s__Phocaeicola sp015060765	1
Species	s__Phocaeicola sp017420875	1
Species	s__Phocaeicola sp017466635	1
Species	s__Phocaeicola sp017472925	1
Species	s__Phocaeicola sp017503235	1
Species	s__Phocaeicola_A sp017416805	1
Species	s__Phocaeicola_A sp017472905	1
Species	s__Phocaeicola_A sp017516265	1
Species	s__Phocaeicola_A sp017517605	1
Species	s__Phocaeicola_A sp017521285	1
Species	s__Pradoshia sp001685035	1
Species	s__Pradoshia sp904501845	1
Species	s__Prevotella sp002342665	1
Species	s__Prevotella sp002353585	1
Species	s__Prevotella sp002353975	1
Species	s__Prevotella sp015060535	1
Species	s__Prevotella sp017410365	1
Species	s__Prevotella sp017415455	1
Species	s__Prevotella sp017423565	1
Species	s__Prevotella sp017424205	1
Species	s__Prevotella sp017941345	1
Species	s__Prevotella sp018065415	1
Species	s__Prevotella sp024398495	1
Species	s__Prevotella sp024398515	1
Species	s__Prevotella sp024401275	1
Species	s__Prevotella sp024401305	1
Species	s__Prevotella sp900314655	1
Species	s__Prevotella sp900314755	1
Species	s__Prevotella sp900315035	1
Species	s__Prevotella sp900315775	1
Species	s__Prevotella sp900316685	1
Species	s__Prevotella sp900318625	1
Species	s__Prevotella sp900320045	1
Species	s__Prevotella sp905236755	1
Species	s__Pseudobutyrivibrio sp017471675	1
Species	s__Psychrobacillus sp012843435	1
Species	s__QAKW01 sp017436525	1
Species	s__QAKW01 sp017440465	1
Species	s__QALR01 sp017937845	1
Species	s__QAMX01 sp015067825	1
Species	s__QHMH01 sp017476325	1
Species	s__RF16 sp015061165	1
Species	s__RF16 sp017384225	1
Species	s__RF16 sp017391525	1
Species	s__RF16 sp017394705	1
Species	s__RF16 sp017451525	1
Species	s__RF16 sp017457295	1
Species	s__RF16 sp017480285	1
Species	s__RF16 sp017503075	1
Species	s__RF16 sp017507715	1
Species	s__RF16 sp017556705	1
Species	s__RF16 sp017559385	1
Species	s__RF16 sp017628395	1
Species	s__RF16 sp017938155	1
Species	s__RF16 sp018065205	1
Species	s__RF16 sp018066175	1
Species	s__RF16 sp024399755	1
Species	s__RF16 sp024399785	1
Species	s__RF16 sp024399955	1
Species	s__RF16 sp024692565	1
Species	s__RF16 sp900317885	1
Species	s__RGIG10190 sp024401455	1
Species	s__RGIG1476 sp017413255	1
Species	s__RGIG1476 sp017632945	1
Species	s__RGIG1666 sp017399695	1
Species	s__RGIG1666 sp017416985	1
Species	s__RGIG1681 sp017399515	1
Species	s__RGIG1681 sp017507215	1
Species	s__RGIG1711 sp017416145	1
Species	s__RGIG1711 sp024402435	1
Species	s__RGIG1711 sp024413635	1
Species	s__RGIG1743 sp017399105	1
Species	s__RGIG1828 sp015068985	1
Species	s__RGIG1828 sp017437345	1
Species	s__RGIG1864 sp017408205	1
Species	s__RGIG1888 sp017414845	1
Species	s__RGIG1893 sp017397075	1
Species	s__RGIG1896 sp017397025	1
Species	s__RGIG1896 sp017473335	1
Species	s__RGIG1896 sp017560205	1
Species	s__RGIG1911 sp017414715	1
Species	s__RGIG1911 sp017533425	1
Species	s__RGIG1911 sp017556885	1
Species	s__RGIG1918 sp017396695	1
Species	s__RGIG1931 sp017414565	1
Species	s__RGIG1932 sp017414505	1
Species	s__RGIG1934 sp017396555	1
Species	s__RGIG1995 sp015065045	1
Species	s__RGIG1995 sp017395725	1
Species	s__RGIG1995 sp017473865	1
Species	s__RGIG2000 sp015064445	1
Species	s__RGIG2000 sp015064855	1
Species	s__RGIG2000 sp017408585	1
Species	s__RGIG2000 sp017420755	1
Species	s__RGIG2000 sp017456685	1
Species	s__RGIG2000 sp017457545	1
Species	s__RGIG2000 sp017466455	1
Species	s__RGIG2000 sp017481595	1
Species	s__RGIG2000 sp017501545	1
Species	s__RGIG2000 sp017503285	1
Species	s__RGIG2000 sp017623355	1
Species	s__RGIG2000 sp017623975	1
Species	s__RGIG2000 sp017625935	1
Species	s__RGIG2000 sp017937135	1
Species	s__RGIG2041 sp017411585	1
Species	s__RGIG2134 sp017409065	1
Species	s__RGIG2161 sp017408535	1
Species	s__RGIG2220 sp017407305	1
Species	s__RGIG2945 sp017442445	1
Species	s__RGIG3009 sp017434985	1
Species	s__RGIG3009 sp017436915	1
Species	s__RGIG3009 sp017440005	1
Species	s__RGIG3009 sp017440765	1
Species	s__RGIG3009 sp017503785	1
Species	s__RGIG3077 sp017435565	1
Species	s__RGIG3096 sp017407205	1
Species	s__RGIG3102 sp017400025	1
Species	s__RGIG3102 sp017435045	1
Species	s__RGIG3102 sp017436575	1
Species	s__RGIG3102 sp017442085	1
Species	s__RGIG3102 sp018109965	1
Species	s__RGIG3135 sp017440565	1
Species	s__RGIG3159 sp017440065	1
Species	s__RGIG3513 sp017408485	1
Species	s__RGIG3513 sp017408985	1
Species	s__RGIG3528 sp024403375	1
Species	s__RGIG3566 sp017501805	1
Species	s__RGIG3701 sp015062085	1
Species	s__RGIG3701 sp017408405	1
Species	s__RGIG3701 sp017939795	1
Species	s__RGIG3925 sp017414385	1
Species	s__RGIG3925 sp017455975	1
Species	s__RGIG3925 sp017628075	1
Species	s__RGIG3994 sp017502915	1
Species	s__RGIG4034 sp017463255	1
Species	s__RGIG4079 sp015060975	1
Species	s__RGIG4079 sp017390185	1
Species	s__RGIG4079 sp017396945	1
Species	s__RGIG4079 sp017399915	1
Species	s__RGIG4079 sp017409345	1
Species	s__RGIG4079 sp017424575	1
Species	s__RGIG4079 sp017505535	1
Species	s__RGIG4079 sp017520235	1
Species	s__RGIG4079 sp904502025	1
Species	s__RGIG4097 sp017461985	1
Species	s__RGIG4097 sp017500745	1
Species	s__RGIG4097 sp017507205	1
Species	s__RGIG4130 sp017466885	1
Species	s__RGIG4131 sp015066785	1
Species	s__RGIG4131 sp017466865	1
Species	s__RGIG4131 sp017536405	1
Species	s__RGIG4131 sp017828955	1
Species	s__RGIG4140 sp015062385	1
Species	s__RGIG4140 sp017466695	1
Species	s__RGIG4140 sp017467335	1
Species	s__RGIG4140 sp017533325	1
Species	s__RGIG4140 sp017555325	1
Species	s__RGIG4140 sp017647405	1
Species	s__RGIG423 sp017437205	1
Species	s__RGIG426 sp017410585	1
Species	s__RGIG426 sp017414965	1
Species	s__RGIG426 sp017481085	1
Species	s__RGIG426 sp024404755	1
Species	s__RGIG4266 sp017461465	1
Species	s__RGIG4284 sp017464645	1
Species	s__RGIG4576 sp015061055	1
Species	s__RGIG4576 sp017391675	1
Species	s__RGIG4576 sp904501735	1
Species	s__RGIG4607 sp017473265	1
Species	s__RGIG4608 sp017531925	1
Species	s__RGIG464 sp017421975	1
Species	s__RGIG4729 sp017481035	1
Species	s__RGIG5270 sp017456285	1
Species	s__RGIG5270 sp017505415	1
Species	s__RGIG5299 sp017504945	1
Species	s__RGIG5327 sp017629515	1
Species	s__RGIG5472 sp017501355	1
Species	s__RGIG5612 sp024403615	1
Species	s__RGIG6154 sp017410375	1
Species	s__RGIG6178 sp017517765	1
Species	s__RGIG6307 sp017516285	1
Species	s__RGIG6307 sp017521985	1
Species	s__RGIG6353 sp017439965	1
Species	s__RGIG6374 sp017513445	1
Species	s__RGIG6429 sp017533545	1
Species	s__RGIG6449 sp017533005	1
Species	s__RGIG6452 sp017532825	1
Species	s__RGIG6639 sp017527495	1
Species	s__RGIG6720 sp024405395	1
Species	s__RGIG7107 sp017405305	1
Species	s__RGIG7107 sp017538895	1
Species	s__RGIG7114 sp015068425	1
Species	s__RGIG7114 sp017558545	1
Species	s__RGIG7213 sp017520505	1
Species	s__RGIG7213 sp017556845	1
Species	s__RGIG7300 sp015065105	1
Species	s__RGIG7378 sp017501105	1
Species	s__RGIG8050 sp017623705	1
Species	s__RGIG8050 sp018384735	1
Species	s__RGIG8367 sp904502045	1
Species	s__RGIG8523 sp017625675	1
Species	s__RGIG8597 sp017624275	1
Species	s__RGIG8700 sp017622395	1
Species	s__RGIG8709 sp017622215	1
Species	s__RGIG8709 sp017626595	1
Species	s__RGIG8745 sp017466965	1
Species	s__RGIG8748 sp017621495	1
Species	s__RGIG8785 sp017620795	1
Species	s__RGIG9079 sp015061245	1
Species	s__RGIG9079 sp017936285	1
Species	s__RGIG9099 sp017935905	1
Species	s__RGIG9114 sp018110785	1
Species	s__RGIG9379 sp017632345	1
Species	s__RGIG9608 sp017547145	1
Species	s__RGIG9608 sp017648235	2
Species	s__RGIG9608 sp017652785	1
Species	s__RGIG982 sp017390595	1
Species	s__RGIG982 sp017442105	1
Species	s__RGIG990 sp017424105	1
Species	s__RGIG990 sp017481725	1
Species	s__RGIG9934 sp017646325	1
Species	s__RGIG995 sp017623475	1
Species	s__RGIG995 sp017623595	1
Species	s__Rhodococcus sp012844225	1
Species	s__RUG099 sp017404265	1
Species	s__RUG099 sp017433945	1
Species	s__RUG099 sp900315485	1
Species	s__RUG11130 sp017440665	1
Species	s__RUG11130 sp017481265	1
Species	s__RUG11130 sp024404435	1
Species	s__RUG11139 sp024400495	1
Species	s__RUG11139 sp024400565	1
Species	s__RUG11194 sp018064845	1
Species	s__RUG11194 sp024427265	1
Species	s__RUG11200 sp017396145	1
Species	s__RUG11257 sp018064305	1
Species	s__RUG11690 sp024400755	1
Species	s__RUG11797 sp015068345	1
Species	s__RUG11797 sp024404415	1
Species	s__RUG12395 sp015064505	1
Species	s__RUG12395 sp017382555	1
Species	s__RUG12395 sp017436885	1
Species	s__RUG12461 sp017431515	1
Species	s__RUG12461 sp902779355	1
Species	s__RUG12826 sp015055625	1
Species	s__RUG12999 sp017396395	1
Species	s__RUG14156 sp015152565	1
Species	s__RUG14156 sp017402995	1
Species	s__RUG14199 sp015063695	1
Species	s__RUG14515 sp024407995	1
Species	s__RUG191 sp015057165	1
Species	s__RUG191 sp900316395	1
Species	s__RUG191 sp905234525	1
Species	s__RUG306 sp902772635	1
Species	s__RUG369 sp017435375	1
Species	s__RUG369 sp017466305	1
Species	s__RUG369 sp017937485	2
Species	s__RUG369 sp017937685	2
Species	s__RUG410 sp017479785	1
Species	s__RUG410 sp017480745	1
Species	s__RUG410 sp900313155	1
Species	s__RUG410 sp900313185	1
Species	s__RUG410 sp902763155	1
Species	s__RUG410 sp902796625	1
Species	s__RUG420 sp017433225	1
Species	s__RUG420 sp900317985	1
Species	s__RUG420 sp900318715	1
Species	s__RUG420 sp900771085	1
Species	s__RUG420 sp904502175	1
Species	s__RUG440 sp017652285	1
Species	s__RUG440 sp902780305	1
Species	s__RUG472 sp902765005	1
Species	s__RUG472 sp902802805	1
Species	s__RUG521 sp017431405	1
Species	s__RUG563 sp015056015	1
Species	s__RUG563 sp017395685	1
Species	s__RUG563 sp017437265	1
Species	s__RUG563 sp017517465	1
Species	s__RUG572 sp017563185	1
Species	s__RUG572 sp024405255	1
Species	s__RUG695 sp017405595	1
Species	s__RUG695 sp900321495	1
Species	s__RUG695 sp902766935	1
Species	s__RUG740 sp015056205	1
Species	s__RUG740 sp017404985	1
Species	s__RUG740 sp017433405	1
Species	s__RUG740 sp017652125	1
Species	s__RUG806 sp015065425	1
Species	s__RUG806 sp015066205	1
Species	s__RUG806 sp017396895	1
Species	s__RUG806 sp017416485	1
Species	s__RUG806 sp017435865	1
Species	s__RUG806 sp017440965	1
Species	s__RUG806 sp017517135	1
Species	s__RUG806 sp017625435	1
Species	s__Ruminiclostridium_E sp015067025	1
Species	s__Ruminiclostridium_E sp017408635	1
Species	s__Ruminiclostridium_E sp017465545	1
Species	s__Ruminiclostridium_E sp017624025	1
Species	s__Ruminiclostridium_E sp017625405	1
Species	s__Ruminiclostridium_E sp017942025	1
Species	s__Ruminobacter sp017940385	1
Species	s__Ruminobacter sp900315145	1
Species	s__Ruminococcus sp015066875	1
Species	s__Ruminococcus sp015066925	1
Species	s__Ruminococcus sp015066935	1
Species	s__Ruminococcus sp015066955	1
Species	s__Ruminococcus sp017397925	1
Species	s__Ruminococcus sp017437285	1
Species	s__Ruminococcus sp017461395	1
Species	s__Ruminococcus sp017513795	1
Species	s__Ruminococcus sp017516465	1
Species	s__Ruminococcus sp017517145	1
Species	s__Ruminococcus sp017523285	1
Species	s__Ruminococcus sp017543335	1
Species	s__Ruminococcus sp017624895	1
Species	s__Ruminococcus sp017935095	1
Species	s__Ruminococcus sp024403935	1
Species	s__Ruminococcus sp024403965	1
Species	s__Ruminococcus sp024403995	1
Species	s__Ruminococcus_B gnavus	1
Species	s__Ruminococcus_C sp017623515	1
Species	s__Ruminococcus_E sp017395925	1
Species	s__Ruminococcus_E sp017407755	1
Species	s__Ruminococcus_E sp017410265	1
Species	s__Ruminococcus_E sp017411835	1
Species	s__Ruminococcus_E sp017416065	1
Species	s__Ruminococcus_E sp017421045	1
Species	s__Ruminococcus_E sp017456845	1
Species	s__Ruminococcus_E sp017457155	1
Species	s__Ruminococcus_E sp017464765	1
Species	s__Ruminococcus_E sp017465505	1
Species	s__Ruminococcus_E sp017473555	1
Species	s__Ruminococcus_E sp017473955	1
Species	s__Ruminococcus_E sp024403825	1
Species	s__Ruminococcus_E sp900313865	1
Species	s__Ruminococcus_E sp900315605	1
Species	s__Ruminococcus_E sp900316435	1
Species	s__Ruminococcus_E sp900316555	1
Species	s__Ruminococcus_E sp900318495	1
Species	s__Ruminococcus_E sp902790475	1
Species	s__Ruminococcus_F sp015066905	1
Species	s__Saccharofermentans sp015069205	1
Species	s__Saccharofermentans sp016292215	1
Species	s__Saccharofermentans sp017428155	1
Species	s__Saccharofermentans sp017515465	1
Species	s__Saccharofermentans sp024403655	1
Species	s__Saccharofermentans sp024403735	1
Species	s__Saccharofermentans sp024403755	1
Species	s__Saccharofermentans sp024403775	1
Species	s__Saccharofermentans sp024403795	1
Species	s__Saccharofermentans sp024403855	1
Species	s__Saccharofermentans sp024683485	1
Species	s__Saccharofermentans sp900107185	1
Species	s__Saccharofermentans sp902776845	1
Species	s__Sarcina perfringens	1
Species	s__Scatenecus sp017559905	1
Species	s__Scatosoma sp015055615	1
Species	s__Scatosoma sp015069565	1
Species	s__Scatosoma sp015071005	1
Species	s__Scatosoma sp017415505	1
Species	s__Scatosoma sp017452305	1
Species	s__Scatosoma sp017453145	1
Species	s__Scatosoma sp017467265	1
Species	s__Scatosoma sp017504065	1
Species	s__Scatosoma sp017504465	1
Species	s__Scatosoma sp017505465	1
Species	s__Scatosoma sp017536305	1
Species	s__Scatosoma sp017623605	1
Species	s__Scatosoma sp017625565	1
Species	s__Scatosoma sp017626305	1
Species	s__Scatosoma sp904501815	1
Species	s__Selenomonas_A ruminantium_F	1
Species	s__SFDP01 sp017520155	1
Species	s__SFHK01 sp016296675	1
Species	s__SFLA01 sp017399965	1
Species	s__SFLA01 sp017625615	1
Species	s__SFLA01 sp017646185	1
Species	s__SFMI01 sp017532155	1
Species	s__SFWF01 sp015066085	1
Species	s__SFWF01 sp017521125	1
Species	s__SFWF01 sp017623235	1
Species	s__SFWF01 sp017630985	1
Species	s__SFWF01 sp017936045	1
Species	s__SFWF01 sp900769775	1
Species	s__SIG200 sp017441065	1
Species	s__SIG220 sp015059105	1
Species	s__SIG274 sp015057875	1
Species	s__SIG291 sp015057605	1
Species	s__SIG307 sp017463035	1
Species	s__SIG307 sp017503735	1
Species	s__SIG32 sp015152455	1
Species	s__SIG424 sp017517275	1
Species	s__SIG435 sp015068975	1
Species	s__SIG440 sp015068655	1
Species	s__SIG440 sp015068845	1
Species	s__SIG440 sp017409575	1
Species	s__SIG440 sp017503225	1
Species	s__SIG440 sp017546165	1
Species	s__SIG447 sp017436645	1
Species	s__SIG447 sp017442155	1
Species	s__SIG450 sp015068525	1
Species	s__SIG450 sp017554615	1
Species	s__SIG452 sp017468465	1
Species	s__SIG455 sp015068565	1
Species	s__SIG480 sp017409405	1
Species	s__SIG480 sp017439555	1
Species	s__SIG480 sp017532355	1
Species	s__SIG483 sp015068035	1
Species	s__SIG483 sp017522015	1
Species	s__SIG495 sp015067795	1
Species	s__SIG499 sp015067715	1
Species	s__SIG530 sp015067075	1
Species	s__SIG565 sp015066295	1
Species	s__SIG565 sp015066405	1
Species	s__SIG565 sp017436255	1
Species	s__SIG575 sp015065765	1
Species	s__SIG575 sp015066175	1
Species	s__SIG575 sp017520635	1
Species	s__SIG575 sp017935325	1
Species	s__SIG587 sp015065935	1
Species	s__SIG587 sp017463345	1
Species	s__SIG588 sp015065885	1
Species	s__SIG589 sp017424125	1
Species	s__SIG598 sp015065795	1
Species	s__SIG598 sp015065975	1
Species	s__SIG603 sp015065615	1
Species	s__SIG603 sp017935165	1
Species	s__SIG607 sp015065605	1
Species	s__SIG607 sp017474125	1
Species	s__SIG622 sp015065225	1
Species	s__SIG622 sp017560085	1
Species	s__SIG636 sp017397805	1
Species	s__SIG636 sp017521025	1
Species	s__SIG636 sp017531625	1
Species	s__SIG640 sp015064885	1
Species	s__SIG644 sp015064805	1
Species	s__SIG644 sp017507985	1
Species	s__SIG653 sp015064625	1
Species	s__SIG672 sp017466445	1
Species	s__SIG685 sp015063985	1
Species	s__SIG693 sp015063805	1
Species	s__SIG693 sp017407835	1
Species	s__SIG693 sp017466495	1
Species	s__SIG694 sp015063795	1
Species	s__SIG701 sp015063645	1
Species	s__SIG701 sp017468385	1
Species	s__SIG701 sp017502135	1
Species	s__SIG710 sp017397175	1
Species	s__SIG710 sp017461635	1
Species	s__SIG710 sp017517035	1
Species	s__SIG714 sp015063395	1
Species	s__SIG77 sp015061915	1
Species	s__SIG77 sp017623265	1
Species	s__SIG78 sp015061545	1
Species	s__SIG78 sp015061575	1
Species	s__SIG78 sp015061695	1
Species	s__SIG78 sp015061885	1
Species	s__SIG78 sp017504585	1
Species	s__SIG79 sp015061845	1
Species	s__SIG79 sp017456495	1
Species	s__SIG79 sp017456805	1
Species	s__SIG79 sp017503375	1
Species	s__Slackia_A isoflavoniconvertens	1
Species	s__Sodaliphilus sp017449785	1
Species	s__Sodaliphilus sp018065165	1
Species	s__Sodaliphilus sp018065815	1
Species	s__Sodaliphilus sp900319525	1
Species	s__Sodaliphilus sp902762385	1
Species	s__Solibacillus merdavium	1
Species	s__Sphingobacterium rhinopitheci	1
Species	s__Spyradenecus sp017531445	1
Species	s__Spyradenecus sp017558005	1
Species	s__Spyradenecus sp017646485	1
Species	s__Spyradosoma sp015061905	1
Species	s__Spyradosoma sp017531845	1
Species	s__Stercoripulliclostridium_A sp017403145	1
Species	s__Stercoripulliclostridium_A sp017504305	1
Species	s__Stercoripulliclostridium_A sp017533505	1
Species	s__Streptococcus equinus	1
Species	s__Succinivibrio dextrinosolvens	1
Species	s__Succinivibrio sp900316175	1
Species	s__Sutterella wadsworthensis_A	1
Species	s__SVCP01 sp015058295	1
Species	s__Tidjanibacter sp015059945	1
Species	s__Tidjanibacter sp017379955	1
Species	s__Tidjanibacter sp017390585	1
Species	s__Tidjanibacter sp017396085	1
