SGB_ID,MAGs_in_SGB,Yak_MAGs,Antelope_MAGs,Ass_MAGs,Cattle_MAGs,Horse_MAGs,Sheep_MAGs,Representative_genome,Quality,Completeness,Contamination,Quality_Score,tRNAs_number,tRNAs_decoding_Standard_20_AA,5S_rRNA_num,16S_rRNA_num,23S_rRNA_num,GTDB_domain,GTDB_phylum
SGB_10858,1,0,1,0,0,0,0,TP20200812-DBC85_DT2009055308-1_bin.308.fa,Medium,78.33,4.92,53.73,27,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10859,1,0,1,0,0,0,0,TP20200812-DBC85_DT2009055308-1_bin.349.fa,Medium,71.07,3.58,53.17,19,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10860,1,0,0,0,0,0,1,TP20200814-DZC111_DT2009055439-1_bin.321.fa,Medium,53.06,0,53.06,19,11,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10861,1,0,1,0,0,0,0,TP20200814-DZC115_DT2009055443-1_bin.18.fa,Medium,75.42,3.52,57.82,27,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10862,1,0,0,0,0,0,1,TP20200814-DZC125_DT2009055453-1_bin.67.fa,Medium,79.96,1.14,74.26,26,14,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10863,3,0,0,0,0,0,3,TP20200814-DZC138_DT2009055466-1_bin.323.fa,Medium,87.07,0,87.07,39,19,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_10864,3,0,0,0,0,0,3,TP20200814-DZC57_DT2009055385-1_bin.66.fa,Medium,79.5,3.8,60.5,20,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10865,1,0,0,0,0,0,1,TP20200815-DZC16_DT2009055486-1_bin.68.fa,Medium,63.16,1.75,54.41,18,12,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_10866,1,0,1,0,0,0,0,TP20200815-DZC22_DT2009055492-1_bin.302.fa,Medium,91.31,5,66.31,36,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10867,1,0,1,0,0,0,0,TP20200815-DZC59_DT2009055529-1_bin.398.fa,Medium,87.07,0.67,83.72,31,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10868,1,0,1,0,0,0,0,TP20200815-DZC69_DT2009055539-1_bin.55.fa,Medium,75.26,4.7,51.76,24,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10869,1,0,1,0,0,0,0,TP20200823-QMN4_DT2009055551-1_bin.8.fa,Medium,91.36,5.65,63.11,35,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10870,1,0,1,0,0,0,0,TP20200823-QMN67_DT2009055559-1_bin.249.fa,Medium,77.36,4.92,52.76,25,13,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_10871,2,2,0,0,0,0,0,T1900045682_YK20190376_bin.240.fa,High,90.85,1.17,85,29,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10872,2,0,2,0,0,0,0,TP20200824-WDL71_DT2009055580-1_bin.230.fa,High,90.6,2.03,80.45,46,20,2,1,0,d__Bacteria,p__Firmicutes_A
SGB_10873,2,0,1,0,0,0,1,TP20200824-WDL75_DT2009055584-1_bin.236.fa,High,95.26,1.34,88.56,38,20,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_10874,2,0,2,0,0,0,0,TP20200825-WDL45_DT2009055600-1_bin.205.fa,High,94.33,2.1,83.83,39,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10875,1,0,0,0,0,0,1,T1900044578_TS20190044_bin.383.fa,High,91.05,1.49,83.6,43,17,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10876,1,0,0,0,0,0,1,T1900044709_TS20190175_bin.124.fa,High,94.07,0.69,90.62,31,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10877,1,0,0,0,0,0,1,T1900044756_TS20190222_bin.162.fa,High,92.6,1.23,86.45,37,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10878,1,0,0,0,0,0,1,T1900044924_TS20190390_bin.67.fa,High,90.11,2.99,75.16,34,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10879,1,1,0,0,0,0,0,T1900045495_YK20190189_bin.280.fa,High,90.27,3.58,72.37,29,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10880,1,0,1,0,0,0,0,TP20200812-DBC17_DT2009055240-1_bin.90.fa,High,93.31,2.68,79.91,42,17,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10881,1,0,1,0,0,0,0,TP20200812-DBC93_DT2009055316-1_bin.185.fa,High,90.92,1.9,81.42,44,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10882,1,0,0,0,0,0,1,TP20200814-DZC8_DT2009055336-1_bin.2.fa,High,91.51,3.52,73.91,25,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10883,1,0,1,0,0,0,0,TP20200815-DZC71_DT2009055541-1_bin.97.fa,High,92.1,0.69,88.65,30,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10884,1,0,1,0,0,0,0,TP20200825-WDL7_DT2009055593-1_bin.13.fa,High,96.64,4.25,75.39,43,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10885,31,0,31,0,0,0,0,TP20200815-DZC48_DT2009055518-1_bin.329.fa,High,96.42,1.36,89.62,46,20,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10886,14,12,0,0,1,0,1,T1900045646_YK20190340_bin.34.fa,High,95.18,0.22,94.08,55,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10887,13,0,13,0,0,0,0,TP20200815-DZC46_DT2009055516-1_bin.221.fa,High,93.85,2.06,83.55,32,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10888,9,0,9,0,0,0,0,TP20200825-WDL7_DT2009055593-1_bin.235.fa,High,92.77,1.03,87.62,41,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10889,7,0,7,0,0,0,0,TP20200815-DZC24_DT2009055494-1_bin.68.fa,High,93.97,1.34,87.27,45,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10890,5,0,5,0,0,0,0,TP20200812-DBC101_DT2009055324-1_bin.315.fa,High,96.76,0.89,92.31,41,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10891,5,0,5,0,0,0,0,TP20200812-DBC24_DT2009055247-1_bin.166.fa,High,96.74,0.27,95.39,42,17,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10892,4,0,0,4,0,0,0,T1900044954_TA20190008_bin.2.fa,High,90.38,0,90.38,44,20,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10893,4,4,0,0,0,0,0,T1900045489_YK20190183_bin.9.fa,High,93.51,4.14,72.81,51,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10894,4,3,0,0,1,0,0,T1900045709_YK20190403_bin.310.fa,High,95.81,2.85,81.56,59,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10895,4,0,4,0,0,0,0,TP20200812-DBC2_DT2009055225-1_bin.240.fa,High,95.41,1.44,88.21,50,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10896,4,0,4,0,0,0,0,TP20200812-DBC63_DT2009055286-1_bin.352.fa,High,96.14,1.57,88.29,52,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10897,4,0,4,0,0,0,0,TP20200812-DBC88_DT2009055311-1_bin.170.fa,High,97.54,2.24,86.34,47,18,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_10898,3,0,3,0,0,0,0,TP20200812-DBC41_DT2009055264-1_bin.23.fa,High,94.78,2.24,83.58,40,16,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10899,3,0,3,0,0,0,0,TP20200812-DBC49_DT2009055272-1_bin.384.fa,High,90.03,3.69,71.58,29,13,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10900,3,0,3,0,0,0,0,TP20200812-DBC71_DT2009055294-1_bin.174.fa,High,96.8,2.2,85.8,58,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10901,3,0,3,0,0,0,0,TP20200812-DBC85_DT2009055308-1_bin.271.fa,High,95.75,4.23,74.6,53,19,2,1,1,d__Bacteria,p__Firmicutes_A
SGB_10902,1,0,0,0,0,0,1,T1900044608_TS20190074_bin.267.fa,Medium,83.12,5.14,57.42,24,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10903,2,0,0,0,0,0,2,T1900044715_TS20190181_bin.129.fa,Medium,79.26,2.91,64.71,26,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10904,1,0,0,0,0,0,1,T1900044754_TS20190420_bin.311.fa,Medium,53.92,0,53.92,18,12,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10905,2,0,0,0,2,0,0,T1900045118_TC20190112_bin.334.fa,Medium,73.16,2.5,60.66,29,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10906,1,1,0,0,0,0,0,T1900045430_YK20190121_bin.196.fa,Medium,90.93,5.61,62.88,54,18,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10907,1,0,1,0,0,0,0,TP20200812-DBC102_DT2009055325-1_bin.65.fa,Medium,57.82,0.64,54.62,16,9,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10908,3,0,3,0,0,0,0,TP20200812-DBC24_DT2009055247-1_bin.335.fa,Medium,85.59,0.67,82.24,43,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10909,3,0,3,0,0,0,0,TP20200812-DBC27_DT2009055250-1_bin.315.fa,Medium,89.16,3.91,69.61,29,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10910,1,0,1,0,0,0,0,TP20200812-DBC30_DT2009055253-1_bin.76.fa,Medium,89.9,3.08,74.5,45,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10911,1,0,1,0,0,0,0,TP20200812-DBC43_DT2009055266-1_bin.148.fa,Medium,53.03,0,53.03,26,11,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10912,2,0,2,0,0,0,0,TP20200812-DBC62_DT2009055285-1_bin.62.fa,Medium,88.49,1.51,80.94,43,17,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_10913,1,0,1,0,0,0,0,TP20200814-DZC96_DT2009055424-1_bin.135.fa,Medium,70.75,0.67,67.4,18,8,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10914,1,0,1,0,0,0,0,TP20200824-WDL41_DT2009055569-1_bin.12.fa,Medium,69.98,3.24,53.78,18,11,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10915,2,0,0,0,0,0,2,T2001009365_TS20190219_bin.137.fa,High,92.61,4.04,72.41,37,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10916,2,0,2,0,0,0,0,TP20200812-DBC42_DT2009055265-1_bin.88.fa,High,98.43,1.34,91.73,46,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10917,2,0,2,0,0,0,0,TP20200812-DBC73_DT2009055296-1_bin.136.fa,High,96.4,0.89,91.95,49,20,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_10918,2,0,2,0,0,0,0,TP20200814-DZC59_DT2009055387-1_bin.209.fa,High,93.59,2.24,82.39,39,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10919,2,0,2,0,0,0,0,TP20200823-QMN73_DT2009055560-1_bin.80.fa,High,90.53,0.89,86.08,38,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10920,1,0,0,0,1,0,0,T1900045166_TC20190160_bin.225.fa,High,95.75,2.48,83.35,36,13,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_10921,1,0,1,0,0,0,0,TP20200814-DZC95_DT2009055423-1_bin.233.fa,High,96.64,2.01,86.59,45,19,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_10922,1,0,1,0,0,0,0,TP20200815-DZC58_DT2009055528-1_bin.495.fa,High,93.2,3.58,75.3,48,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10923,1,0,1,0,0,0,0,TP20200823-QMN67_DT2009055559-1_bin.204.fa,High,91.16,3.04,75.96,51,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10924,1,0,1,0,0,0,0,TP20200824-WDL1_DT2009055561-1_bin.125.fa,High,90.83,4.7,67.33,40,18,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_10925,10,0,9,0,1,0,0,TP20200812-DBC37_DT2009055260-1_bin.145.fa,High,95.17,2.68,81.77,54,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10926,7,0,3,0,0,0,4,TP20200814-DZC50_DT2009055378-1_bin.129.fa,High,94.34,0.84,90.14,34,17,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_10927,6,0,0,0,0,0,6,T1900044728_TS20190194_bin.182.fa,High,94.39,1.4,87.39,36,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10928,6,0,4,0,0,0,2,T2001009365_TS20190219_bin.193.fa,High,93.74,0.86,89.44,45,20,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10929,5,0,5,0,0,0,0,TP20200814-DZC54_DT2009055382-1_bin.283.fa,High,92.18,0.69,88.73,33,15,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_10930,5,0,5,0,0,0,0,TP20200824-WDL71_DT2009055580-1_bin.10.fa,High,91.57,2.75,77.82,46,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10931,3,0,3,0,0,0,0,TP20200812-DBC48_DT2009055271-1_bin.282.fa,High,96.38,1.92,86.78,49,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10932,3,0,3,0,0,0,0,TP20200812-DBC53_DT2009055276-1_bin.61.fa,High,95.62,4.19,74.67,38,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10933,3,0,3,0,0,0,0,TP20200815-DZC76_DT2009055546-1_bin.124.fa,High,91.27,0.84,87.07,24,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10934,1,0,0,0,0,0,1,T1900044607_TS20190073_bin.165.fa,Medium,76.3,2.52,63.7,22,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10935,1,0,0,1,0,0,0,T1900045001_TA20190063_bin.290.fa,Medium,79.57,0.92,74.97,8,7,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10936,3,2,0,0,1,0,0,T1900045092_TC20190086_bin.359.fa,Medium,76.19,2.4,64.19,27,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10937,4,1,0,0,3,0,0,T1900045541_YK20190235_bin.406.fa,Medium,84.77,0.69,81.32,30,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10938,1,1,0,0,0,0,0,T1900045569_YK20190263_bin.460.fa,Medium,87.32,1.34,80.62,28,16,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10939,2,0,2,0,0,0,0,TP20200812-DBC30_DT2009055253-1_bin.127.fa,Medium,83.51,2.03,73.36,33,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10940,1,0,1,0,0,0,0,TP20200815-DZC5_DT2009055475-1_bin.130.fa,Medium,71.27,3.02,56.17,26,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10941,1,0,1,0,0,0,0,TP20200824-WDL12_DT2009055564-1_bin.81.fa,Medium,85.85,2.35,74.1,36,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10942,2,0,2,0,0,0,0,TP20200812-DBC75_DT2009055298-1_bin.28.fa,High,91.05,2.9,76.55,34,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10943,1,0,0,0,1,0,0,T1900045166_TC20190160_bin.216.fa,High,96.76,0,96.76,44,20,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10944,1,0,1,0,0,0,0,TP20200812-DBC102_DT2009055325-1_bin.236.fa,High,93.46,1.19,87.51,40,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10945,1,0,1,0,0,0,0,TP20200812-DBC64_DT2009055287-1_bin.242.fa,High,93.16,2.57,80.31,43,17,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_10946,1,0,1,0,0,0,0,TP20200814-DZC65_DT2009055393-1_bin.98.fa,High,91.77,1.34,85.07,29,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10947,1,0,1,0,0,0,0,TP20200823-QMN67_DT2009055559-1_bin.166.fa,High,91.11,2.91,76.56,40,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10948,2,0,0,0,2,0,0,T1900045092_TC20190086_bin.246.fa,High,91.51,2.68,78.11,28,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10949,43,0,43,0,0,0,0,TP20200815-DZC50_DT2009055520-1_bin.239.fa,High,94.41,0.02,94.31,36,14,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10950,31,0,31,0,0,0,0,TP20200824-WDL79_DT2009055588-1_bin.70.fa,High,94.05,0.73,90.4,39,18,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10951,22,0,22,0,0,0,0,TP20200812-DBC65_DT2009055288-1_bin.109.fa,High,94.41,0.94,89.71,35,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10952,17,0,0,0,0,0,17,T1900044764_TS20190230_bin.265.fa,High,93.51,0.4,91.51,37,19,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_10953,17,0,0,0,0,0,17,T1900044778_TS20190244_bin.404.fa,High,93.98,0.27,92.63,37,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10954,17,0,17,0,0,0,0,TP20200812-DBC71_DT2009055294-1_bin.244.fa,High,94.57,0.02,94.47,33,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10955,16,3,0,0,4,0,9,T1900045166_TC20190160_bin.209.fa,High,95.08,0.19,94.13,41,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10956,16,0,16,0,0,0,0,TP20200812-DBC48_DT2009055271-1_bin.395.fa,High,96.74,1.77,87.89,33,15,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10957,15,0,15,0,0,0,0,TP20200812-DBC58_DT2009055281-1_bin.314.fa,High,94.71,0.38,92.81,37,19,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10958,14,0,14,0,0,0,0,TP20200812-DBC33_DT2009055256-1_bin.48.fa,High,95.75,1.03,90.6,38,16,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10959,14,0,14,0,0,0,0,TP20200812-DBC41_DT2009055264-1_bin.392.fa,High,95.08,0.36,93.28,40,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10960,13,0,13,0,0,0,0,TP20200812-DBC18_DT2009055241-1_bin.401.fa,High,95.75,1.25,89.5,37,19,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_10961,12,0,0,0,0,0,12,T1900044844_TS20190310_bin.147.fa,High,95.08,0.69,91.63,35,15,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_10962,11,5,0,0,3,0,3,T1900045088_TC20190082_bin.177.fa,High,93.06,0.36,91.26,35,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10963,10,0,10,0,0,0,0,TP20200812-DBC35_DT2009055258-1_bin.289.fa,High,95.75,1.41,88.7,44,16,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_10964,10,0,8,0,0,0,2,TP20200815-DZC60_DT2009055530-1_bin.202.fa,High,96.29,1.38,89.39,31,15,1,1,0,d__Bacteria,p__Firmicutes_A
SGB_10965,9,0,9,0,0,0,0,TP20200812-DBC4_DT2009055227-1_bin.21.fa,High,94.41,0.24,93.21,40,19,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10966,9,0,9,0,0,0,0,TP20200812-DBC49_DT2009055272-1_bin.569.fa,High,94.16,0.02,94.06,38,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10967,7,0,7,0,0,0,0,TP20200812-DBC101_DT2009055324-1_bin.176.fa,High,93.55,0,93.55,40,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10968,6,0,0,6,0,0,0,T1900044952_TA20190005_bin.382.fa,High,95.08,1.83,85.93,29,15,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10969,6,6,0,0,0,0,0,T1900045521_YK20190215_bin.45.fa,High,93.52,0.86,89.22,34,17,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10970,5,0,5,0,0,0,0,TP20200825-WDL7_DT2009055593-1_bin.20.fa,High,95.08,0.69,91.63,37,17,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_10971,4,0,4,0,0,0,0,TP20200812-DBC44_DT2009055267-1_bin.51.fa,High,92.97,3.58,75.07,40,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10972,4,0,2,0,0,0,2,TP20200815-DZC24_DT2009055494-1_bin.94.fa,High,93.98,3.04,78.78,31,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10973,4,0,3,0,0,0,1,TP20200815-DZC78_DT2009055548-1_bin.102.fa,High,93.53,0.69,90.08,39,19,2,1,0,d__Bacteria,p__Firmicutes_A
SGB_10974,3,0,0,0,0,0,3,T1900044622_TS20190088_bin.131.fa,High,94.41,1.34,87.71,38,19,2,1,0,d__Bacteria,p__Firmicutes_A
SGB_10975,3,3,0,0,0,0,0,T1900045474_YK20190167_bin.36.fa,High,94.41,0.69,90.96,40,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10976,3,3,0,0,0,0,0,T1900045514_YK20190208_bin.238.fa,High,90.78,2.29,79.33,34,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10977,3,0,3,0,0,0,0,TP20200812-DBC23_DT2009055246-1_bin.34.fa,High,92.62,0.36,90.82,37,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10978,2,0,0,0,0,0,2,T1900044552_TS20190018_bin.15.fa,Medium,100,7.5,62.5,43,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10979,1,0,0,0,0,0,1,T1900044577_TS20190043_bin.353.fa,Medium,70.81,2.06,60.51,34,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10980,5,0,0,0,0,0,5,T1900044581_TS20190047_bin.138.fa,Medium,85.86,1.05,80.61,33,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10981,2,0,0,0,0,0,2,T1900044599_TS20190065_bin.173.fa,Medium,78.79,4.03,58.64,36,17,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10982,1,0,0,0,0,0,1,T1900044637_TS20190103_bin.266.fa,Medium,89.9,3.41,72.85,24,14,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10983,1,0,0,0,0,0,1,T1900044713_TS20190179_bin.45.fa,Medium,60.49,2.01,50.44,31,16,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_10984,3,0,0,0,0,0,3,T1900044722_TS20190188_bin.161.fa,Medium,89.08,0.67,85.73,38,16,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10985,3,0,0,0,0,0,3,T1900044726_TS20190192_bin.191.fa,Medium,81.43,1.14,75.73,33,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10986,1,0,0,0,0,0,1,T1900044748_TS20190414_bin.313.fa,Medium,82.66,1.7,74.16,31,15,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10987,1,0,0,0,0,0,1,T1900044755_TS20190421_bin.143.fa,Medium,77.57,2.63,64.42,25,12,1,0,0,d__Bacteria,p__Firmicutes_A
SGB_10988,2,0,0,0,0,0,2,T1900044755_TS20190421_bin.43.fa,Medium,88.91,2.15,78.16,30,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10989,2,0,0,0,2,0,0,T1900045155_TC20190149_bin.207.fa,Medium,84.76,3.14,69.06,24,11,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10990,3,0,0,0,3,0,0,T1900045165_TC20190159_bin.217.fa,Medium,87.1,2.57,74.25,30,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10991,8,8,0,0,0,0,0,T1900045334_YK20190023_bin.513.fa,Medium,87.67,3.08,72.27,28,14,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_10992,2,2,0,0,0,0,0,T1900045343_YK20190033_bin.274.fa,Medium,86.37,2.21,75.32,30,14,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10993,2,1,0,0,1,0,0,T1900045349_YK20190039_bin.192.fa,Medium,86.31,3.69,67.86,25,13,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10994,1,1,0,0,0,0,0,T1900045493_YK20190187_bin.333.fa,Medium,76.06,4.01,56.01,36,19,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_10995,1,1,0,0,0,0,0,T1900045638_YK20190332_bin.83.fa,Medium,76.63,2.71,63.08,32,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10996,2,2,0,0,0,0,0,T1900045698_YK20190392_bin.301.fa,Medium,76.36,4.02,56.26,14,9,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10997,2,2,0,0,0,0,0,T1900045709_YK20190403_bin.85.fa,Medium,73.7,2.37,61.85,31,15,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_10998,2,0,0,0,0,0,2,T2001009365_TS20190219_bin.235.fa,Medium,88.03,0.02,87.93,32,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_10999,4,0,4,0,0,0,0,TP20200812-DBC32_DT2009055255-1_bin.249.fa,Medium,80.7,1.03,75.55,36,17,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_11000,2,0,2,0,0,0,0,TP20200812-DBC51_DT2009055274-1_bin.161.fa,Medium,71.2,0.51,68.65,27,13,3,0,0,d__Bacteria,p__Firmicutes_A
SGB_11001,2,0,2,0,0,0,0,TP20200812-DBC70_DT2009055293-1_bin.253.fa,Medium,81.07,1.05,75.82,36,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_11002,1,0,1,0,0,0,0,TP20200812-DBC73_DT2009055296-1_bin.130.fa,Medium,67.03,0.5,64.53,36,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_11003,1,0,1,0,0,0,0,TP20200812-DBC93_DT2009055316-1_bin.103.fa,Medium,77.77,3.64,59.57,26,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_11004,2,0,2,0,0,0,0,TP20200814-DZC34_DT2009055362-1_bin.57.fa,Medium,95.75,7.76,56.95,46,18,0,1,0,d__Bacteria,p__Firmicutes_A
SGB_11005,1,0,1,0,0,0,0,TP20200814-DZC76_DT2009055404-1_bin.285.fa,Medium,85.19,5.54,57.49,23,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_11006,2,0,2,0,0,0,0,TP20200823-QMN30_DT2009055555-1_bin.198.fa,Medium,87.07,2.03,76.92,33,15,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_11007,4,0,4,0,0,0,0,TP20200823-QMN30_DT2009055555-1_bin.28.fa,Medium,89.21,0.58,86.31,40,18,2,0,0,d__Bacteria,p__Firmicutes_A
SGB_11008,1,0,1,0,0,0,0,TP20200823-QMN4_DT2009055551-1_bin.2.fa,Medium,67.13,2.01,57.08,21,12,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_11009,1,0,1,0,0,0,0,TP20200823-QMN4_DT2009055551-1_bin.32.fa,Medium,85.91,0.71,82.36,34,18,0,0,0,d__Bacteria,p__Firmicutes_A
SGB_11010,1,0,1,0,0,0,0,TP20200823-QMN67_DT2009055559-1_bin.223.fa,Medium,51.04,0,51.04,28,18,0,1,0,d__Bacteria,p__Firmicutes_A
